	SRR21726537_dairy1	SRR21726538_dairy2	SRR21726539_dairy3	SRR21726540_dairy4	SRR21726541_dairy5	SRR21726542_dairy6	SRR21726543_dairy7	SRR21726544_dairy8	SRR21726545_meat1	SRR21726546_meat2	SRR21726547_meat3	SRR21726548_meat4	SRR21726549_meat5	SRR21726550_meat6	SRR21726551_meat7	SRR21726552_meat8
ASV_338	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_339	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_340	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0
ASV_341	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0
ASV_342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232
ASV_343	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_344	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0
ASV_345	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0
ASV_346	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0
ASV_347	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0
ASV_348	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_349	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0
ASV_350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0
ASV_351	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_352	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0
ASV_353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223
ASV_354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222
ASV_355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
ASV_356	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219
ASV_358	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0
ASV_359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218
ASV_360	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_361	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0
ASV_362	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215
ASV_364	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_365	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_366	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0
ASV_367	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_368	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0
ASV_369	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0
ASV_370	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_371	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_372	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206
ASV_374	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0
ASV_375	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
ASV_377	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0
ASV_378	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_379	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0
ASV_380	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_381	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_382	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_383	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_384	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0
ASV_385	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0
ASV_386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0
ASV_387	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0
ASV_389	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0
ASV_390	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0
ASV_391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193
ASV_392	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_393	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_394	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0
ASV_396	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_397	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0
ASV_398	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0
ASV_399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190
ASV_400	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0
ASV_401	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0
ASV_402	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_403	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0
ASV_404	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0
ASV_405	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_406	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_407	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0
ASV_408	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0
ASV_409	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_410	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_411	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0
ASV_412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183
ASV_413	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0
ASV_414	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0
ASV_415	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_416	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
ASV_417	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0
ASV_418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0
ASV_419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181
ASV_420	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_421	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_422	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0
ASV_423	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0
ASV_424	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_425	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0
ASV_426	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0
ASV_427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178
ASV_428	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0
ASV_429	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0
ASV_430	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_431	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_432	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0
ASV_433	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0
ASV_434	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0
ASV_435	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0
ASV_436	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_437	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_438	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_439	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_440	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0
ASV_441	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0
ASV_442	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0
ASV_443	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0
ASV_444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0
ASV_445	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_446	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_447	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
ASV_448	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0
ASV_449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172
ASV_450	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0
ASV_451	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0
ASV_452	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0
ASV_453	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0
ASV_454	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0
ASV_455	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0
ASV_456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169
ASV_457	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_458	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_459	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0
ASV_460	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0
ASV_461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168
ASV_462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168
ASV_463	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0
ASV_464	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0
ASV_465	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0
ASV_466	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_467	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_468	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_469	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_470	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0
ASV_471	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0
ASV_472	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_473	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_474	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0
ASV_475	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0
ASV_476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0
ASV_477	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_478	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0
ASV_479	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0
ASV_480	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0
ASV_481	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0
ASV_482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162
ASV_483	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_484	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0
ASV_485	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0
ASV_486	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0
ASV_487	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_488	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0
ASV_489	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0
ASV_490	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0
ASV_491	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0
ASV_492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0
ASV_493	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0
ASV_494	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0
ASV_495	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_496	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_497	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_498	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0
ASV_499	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0
ASV_500	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0
ASV_501	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0
ASV_502	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_503	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_504	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_505	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0
ASV_506	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0
ASV_507	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0
ASV_508	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0
ASV_509	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_510	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0
ASV_511	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0
ASV_512	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0
ASV_513	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0
ASV_514	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0
ASV_515	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0
ASV_516	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0
ASV_517	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0
ASV_518	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_519	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0
ASV_520	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_521	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0
ASV_522	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_523	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0
ASV_524	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0
ASV_525	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
ASV_526	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
ASV_527	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_528	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0
ASV_529	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0
ASV_530	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0
ASV_531	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_532	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0
ASV_533	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0
ASV_534	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0
ASV_535	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0
ASV_536	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0
ASV_537	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0
ASV_538	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0
ASV_539	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0
ASV_540	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0
ASV_541	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0
ASV_542	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
ASV_543	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_544	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0
ASV_545	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0
ASV_546	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0
ASV_547	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0
ASV_548	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0
ASV_549	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
ASV_550	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0
ASV_551	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_552	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_553	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0
ASV_554	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_555	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0
ASV_556	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0
ASV_557	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0
ASV_558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139
ASV_559	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_560	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_561	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0
ASV_562	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0
ASV_563	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0
ASV_564	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_565	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0
ASV_566	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0
ASV_567	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0
ASV_568	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0
ASV_569	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0
ASV_570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137
ASV_571	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_572	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0
ASV_573	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0
ASV_574	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_575	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_576	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0
ASV_577	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0
ASV_578	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0
ASV_579	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0
ASV_580	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0
ASV_581	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0
ASV_582	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
ASV_583	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_584	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0
ASV_585	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0
ASV_586	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
ASV_587	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_588	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0
ASV_589	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0
ASV_590	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_591	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0
ASV_592	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0
ASV_593	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0
ASV_594	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0
ASV_595	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0
ASV_596	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0
ASV_597	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_598	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0
ASV_599	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0
ASV_600	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0
ASV_601	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0
ASV_602	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0
ASV_603	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_604	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0
ASV_605	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0
ASV_606	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
ASV_607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127
ASV_608	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_609	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0
ASV_610	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0
ASV_611	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_612	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0
ASV_613	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0
ASV_614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0
ASV_615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125
ASV_616	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_617	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_618	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0
ASV_619	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0
ASV_620	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0
ASV_621	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0
ASV_622	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
ASV_623	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0
ASV_624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124
ASV_625	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0
ASV_626	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0
ASV_627	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
ASV_628	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
ASV_629	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0
ASV_630	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0
ASV_631	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0
ASV_632	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0
ASV_633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123
ASV_634	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0
ASV_635	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0
ASV_636	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0
ASV_637	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0
ASV_638	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0
ASV_639	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0
ASV_640	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0
ASV_641	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0
ASV_642	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_643	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0
ASV_644	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0
ASV_645	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0
ASV_646	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0
ASV_647	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0
ASV_648	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0
ASV_649	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0
ASV_650	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0
ASV_651	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
ASV_652	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0
ASV_653	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_654	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0
ASV_655	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0
ASV_656	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0
ASV_657	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_658	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_659	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_660	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0
ASV_661	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0
ASV_662	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0
ASV_663	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0
ASV_664	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0
ASV_665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119
ASV_666	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_667	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_668	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_669	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0
ASV_670	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0
ASV_671	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0
ASV_672	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0
ASV_673	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0
ASV_674	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0
ASV_675	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0
ASV_676	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
ASV_677	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0
ASV_678	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_679	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0
ASV_680	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0
ASV_681	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0
ASV_682	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0
ASV_683	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_684	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0
ASV_685	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0
ASV_686	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0
ASV_687	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0
ASV_688	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
ASV_689	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
ASV_690	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0
ASV_691	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_692	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_693	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0
ASV_694	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0
ASV_695	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_696	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0
ASV_697	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0
ASV_698	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0
ASV_699	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0
ASV_700	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
